run_id,robot_id,t_laptop,source_stamp,x,y,theta
run_001,duck2,83619.625593144,83619.599140478,1.770066040,2.426088623,-0.271089281
run_001,duck2,83619.659094899,83619.633411685,1.770069092,2.426105225,-0.271147346
run_001,duck2,83619.692498266,83619.665998908,1.770065552,2.426083740,-0.270925928
run_001,duck2,83619.725929227,83619.698414632,1.770078857,2.426115234,-0.271151748
run_001,duck2,83619.759430719,83619.73178141,1.770082275,2.426103271,-0.271100762
run_001,duck2,83619.792766857,83619.765105769,1.770083618,2.426122559,-0.271021022
run_001,duck2,83619.826179687,83619.807120375,1.770072388,2.426101074,-0.271116818
run_001,duck2,83619.859647488,83619.839960123,1.770089844,2.426118652,-0.271214057
run_001,duck2,83619.893053343,83619.873077051,1.770080811,2.426113770,-0.271439516
run_001,duck2,83619.926498426,83619.90720344,1.770072754,2.426103027,-0.271198826
run_001,duck2,83619.959944166,83619.93973424,1.770063599,2.426105957,-0.271338593
run_001,duck2,83619.993369048,83619.973303755,1.770087402,2.426128662,-0.271031393
run_001,duck2,83620.026891954,83620.007584722,1.770085815,2.426102783,-0.271141854
run_001,duck2,83620.060390201,83620.039951086,1.770039917,2.426146484,-0.271483820
run_001,duck2,83620.093831918,83620.073348931,1.770051147,2.426127930,-0.271377768
run_001,duck2,83620.127278072,83620.106927509,1.770072998,2.426110840,-0.271250821
run_001,duck2,83620.160780901,83620.141590059,1.770084717,2.426106934,-0.271284696
run_001,duck2,83620.194190286,83620.181460556,1.770082520,2.426116943,-0.271514486
run_001,duck2,83620.227703694,83620.20639662,1.770075317,2.426106201,-0.270889514
run_001,duck2,83620.261152693,83620.248916696,1.770048096,2.426165771,-0.271147108
run_001,duck2,83620.294598055,83620.281440848,1.770055054,2.426121826,-0.271091231
run_001,duck2,83620.328156217,83620.314615837,1.770067261,2.426092041,-0.271412846
run_001,duck2,83620.361600352,83620.34816368,1.770072021,2.426117432,-0.271238935
run_001,duck2,83620.395228066,83620.381797316,1.770057861,2.426096191,-0.271339413
run_001,duck2,83620.428596052,83620.414796798,1.770064453,2.426102295,-0.271248287
run_001,duck2,83620.462016449,83620.448195701,1.770060059,2.426094238,-0.271276749
run_001,duck2,83620.495361373,83620.490207614,1.770065674,2.426105469,-0.271242277
run_001,duck2,83620.528758846,83620.524648414,1.770057739,2.426110107,-0.271497293
run_001,duck2,83620.562192249,83620.556894914,1.770063477,2.426097900,-0.271204871
run_001,duck2,83620.595721991,83620.589841161,1.770063232,2.426093506,-0.271209623
run_001,duck2,83620.629129629,83620.623368431,1.770063599,2.426103027,-0.271169639
run_001,duck2,83620.662647251,83620.656347614,1.770054810,2.426119873,-0.271012624
run_001,duck2,83620.729470377,83620.689735567,1.770053711,2.426099365,-0.271154645
run_001,duck2,83620.762889216,83620.723215535,1.770019165,2.426158936,-0.271340307
run_001,duck2,83620.796298786,83620.756872517,1.770038574,2.426116455,-0.271420607
run_001,duck2,83620.829717679,83620.789801724,1.770064575,2.426120605,-0.271218828
run_001,duck2,83620.863170963,83620.831608903,1.770046997,2.426088135,-0.271383858
run_001,duck2,83620.896639412,83620.866299412,1.770067749,2.426114502,-0.270959655
run_001,duck2,83620.930072039,83620.899263887,1.770067261,2.426119629,-0.271108609
run_001,duck2,83620.963429097,83620.932443385,1.770070801,2.426095947,-0.271168322
run_001,duck2,83620.996849604,83620.96481003,1.770049927,2.426112305,-0.271204405
run_001,duck2,83621.030321933,83620.998566664,1.770058716,2.426093750,-0.270952042
run_001,duck2,83621.063889169,83621.032234718,1.770054810,2.426101562,-0.271184422
